nombre_vsx,ra,dec,clase_variable
Gaia DR3 422731198340585728,0.04569,58.30575,ROT
Gaia DR3 431597763183905920,0.04574,63.60517,S
Gaia DR3 432167310209432576,0.04584,65.19895,YSO
Gaia DR3 387124716858905984,0.04589,46.72245,VAR
Gaia DR3 2881799089976674176,0.04608,39.40762,ROT
ZTF J000011.14+655449.8,0.04642,65.91384,SR
Gaia DR3 2873531277931290368,0.04651,31.42815,ROT
ASASSN-V J000011.20-031012.7,0.04665,-3.17018,EA
Gaia DR3 4918213681110770944,0.04688,-59.58403,S
Gaia DR3 4972261274687510912,0.047,-53.37412,ROT
Gaia DR3 431606593645004032,0.04703,63.79914,ROT
Gaia DR3 393350186057416576,0.04707,48.60509,RRC
Gaia DR3 396315942576062080,0.04726,54.22797,VAR
ZTF J000011.37+540824.6,0.0474,54.14019,EA
ZTF J000011.40+604419.5,0.04752,60.73876,SR
Gaia DR3 431745097747706624,0.04765,64.45006,ROT
ZTF J000011.44+561729.5,0.04767,56.29154,EA
Gaia DR3 386708998384792960,0.04772,46.02589,RS
Gaia DR3 394062119841535616,0.04775,51.08179,ROT
Gaia DR3 2448157545137174528,0.04776,-3.17012,ROT
ZTF J000011.46+345335.4,0.04779,34.89318,SR
Gaia DR3 2881770704537518592,0.04781,39.25766,ROT
Gaia DR2 430046902041301376,0.04782,62.71524,RRAB
Gaia DR3 393888397003157504,0.048,50.01608,ROT
Gaia DR3 429908397933066880,0.04804,62.0632,RS
Gaia DR3 395706984933718912,0.0481,52.05467,ROT
Gaia DR3 2875546712809801600,0.04818,35.55385,S
Gaia DR3 2875513937915173504,0.0483,35.04342,S
Gaia DR3 4976553493204911744,0.04849,-50.69563,ROT
ZTF J000011.64+622424.4,0.04853,62.40679,RS
ZTF J000011.68+611409.9,0.04869,61.23609,RS
Gaia DR3 2875124951316739456,0.04882,34.15954,ROT
Gaia DR3 396316634073495680,0.04906,54.30592,VAR
Gaia DR3 429493297934520832,0.04946,61.43753,ROT
Gaia DR3 528598328251011840,0.04987,67.57836,YSO
Gaia DR3 396173044726072192,0.04995,53.37615,ROT
Gaia DR3 529134786845559040,0.05002,68.87617,ROT
ZTF J000012.02+510727.4,0.05011,51.12429,EW
Gaia DR3 432344915692549376,0.05014,66.3788,YSO
Gaia DR3 4989993201786032000,0.05016,-47.98433,ROT
ASASSN-V J000012.07+553554.1,0.05031,55.59837,SR
Gaia DR3 2744947722390492672,0.05034,4.95388,ROT
Gaia DR3 385047979911704064,0.05054,44.68789,RS
Gaia DR3 429494981561678208,0.05075,61.50276,ROT
ZTF J000012.19+584528.2,0.05082,58.75785,DSCT
Gaia DR3 386558846326922880,0.05102,45.00408,ROT
Gaia DR3 420380545559105408,0.05132,54.97574,RS
Gaia DR3 528572489727652096,0.05134,67.44062,ROT
Gaia DR3 2741942104276520448,0.05136,4.81682,ROT
Gaia DR3 420522829236690688,0.05143,55.77209,DSCT|GDOR|SXPHE
ASASSN-V J000012.40+250306.4,0.05155,25.05184,ROT
ZTF J000012.37+604116.0,0.05155,60.68779,BY
ZTF J000012.39+631213.6,0.05164,63.2038,SR
Gaia DR3 420945694537224448,0.0517,56.60393,ROT
Gaia DR3 431632294730454144,0.0517,63.92144,E
ZTF J000012.42+242608.7,0.05178,24.43576,HADS
ZTF J000012.42+601611.6,0.05178,60.2699,BY
Gaia DR3 395566251747046912,0.05185,51.26906,VAR
ZTF J000012.44+684026.1,0.05186,68.67393,EW
Gaia DR3 393888774960279040,0.05193,50.02114,ROT
Gaia DR3 394020338399063552,0.05193,50.59406,ROT
Gaia DR3 432301347544236544,0.05203,65.84568,L
Gaia DR3 2875118354246980096,0.05203,33.97506,ROT
Gaia DR3 393492229218131584,0.05204,49.40446,ROT
Gaia DR3 2740300636495577216,0.05224,3.6733,ROT
Gaia DR3 420371612027229696,0.05251,54.76003,ROT
Gaia DR3 396305501518385536,0.05262,53.98813,ROT
Gaia DR3 539859629420990464,0.05263,76.56974,ROT
ASASSN-V J000012.65+651744.0,0.05272,65.29557,SRS
Gaia DR3 2882193127456657792,0.05305,40.82865,ROT
ZTF J000012.74+574829.0,0.05309,57.80807,EW
Gaia DR3 423152964128834048,0.05319,59.0223,ROT
Gaia DR3 420345395546110976,0.05327,54.59595,ROT
Gaia DR3 2873402875589253888,0.05334,30.77397,RS
Gaia DR3 2873857867243843328,0.05336,32.67474,RS
Gaia DR3 393923787534357504,0.05338,50.42813,ROT
Gaia DR3 529170108657222016,0.05357,69.26033,YSO
Gaia DR3 385057325760518656,0.05361,44.93049,RS
Gaia DR3 2740300632199281536,0.05362,3.67092,ROT
Gaia DR3 2881849701871463296,0.05372,39.61339,ROT
Gaia DR3 4990274470604200832,0.05376,-47.21694,ROT
Gaia DR3 430084697754591232,0.05376,63.20177,VAR
Gaia DR3 2853968457812462976,0.05377,27.28901,RS
Gaia DR3 4689726055232092160,0.0538,-72.69591,RRAB
ZTF J000012.91+622947.9,0.05381,62.49666,VAR
Gaia DR3 393912929857000960,0.05412,50.15842,ROT
ASASSN-V J000013.21+622026.9,0.05423,62.34,EA
Gaia DR3 429908771582543488,0.05424,62.0788,DSCT|GDOR|SXPHE
Gaia DR3 4989989628373238272,0.05429,-48.0618,ROT
Gaia DR3 420485995596493568,0.05435,55.34261,DSCT|GDOR|SXPHE
Gaia DR3 422625232907823104,0.05439,57.8935,ROT
Gaia DR3 423152861049621760,0.0544,59.00751,ROT
Gaia DR3 4977977807439991168,0.05447,-48.17138,ROT
Gaia DR3 2847971412156770304,0.05448,22.27832,ROT
Gaia DR3 2745423707846758144,0.05454,6.54955,ROT
ZTF J000013.10+681550.1,0.0546,68.26392,SR
ZTF J000013.10+720926.3,0.0546,72.15731,EA
Gaia DR3 4923579091696098304,0.05464,-55.5999,ROT
Gaia DR3 420936348688334464,0.05481,56.35984,ROT
ZTF J000013.16+514411.1,0.05485,51.73642,DSCT
Gaia DR3 4977621290793765504,0.05486,-49.46594,E
Gaia DR3 384913972635108992,0.05486,44.02,ROT
Gaia DR3 395610640227021312,0.05488,51.8733,ROT
Gaia DR3 395707504630821888,0.0549,52.08086,RS
Gaia DR3 2880533345934545280,0.05497,37.97469,DSCT|GDOR|SXPHE
Gaia DR3 2774077393182392064,0.05507,18.28082,ROT
Gaia DR3 4972344906290743040,0.05508,-52.87969,ROT
ASASSN-V J000013.26-623836.1,0.05524,-62.64337,HADS
ZTF J000013.27+574244.7,0.05533,57.71242,EW
ZTF J000013.28+541829.2,0.05534,54.30812,BY
Gaia DR3 420899549407836928,0.05537,55.9389,ROT
ZTF J000013.29+612851.7,0.05541,61.48105,BY
Gaia DR3 420371096631173632,0.05591,54.7251,VAR
Gaia DR3 431606009529464832,0.05605,63.73837,VAR
WISE J000013.4+511139,0.05609,51.19422,EA
Gaia DR3 422625782663627136,0.05611,57.9441,RS
ZTF J000013.46+292436.3,0.05611,29.41011,EA
Gaia DR3 393457697680675200,0.05616,49.07085,ROT
ZTF J000013.50+642302.2,0.05627,64.38396,RS
Gaia DR3 393912891193976192,0.05631,50.14172,ROT
Gaia DR3 4923935333463556736,0.05633,-54.34667,ROT
Gaia DR3 393490545590984960,0.05643,49.33653,ROT
Gaia DR3 2853456772588480256,0.0566,26.15392,ROT
Gaia DR3 395708982099547776,0.0569,52.146,ROT
Gaia DR3 4923929762889708800,0.0569,-54.50213,ROT
Gaia DR3 2772085868387114752,0.05711,15.42071,ROT
Gaia DR3 384449978728808704,0.05713,42.71793,ROT
Gaia DR3 420934184024974848,0.05749,56.26957,VAR
Gaia DR3 396175552986944384,0.0575,53.50045,ROT
Gaia DR3 422622862085903616,0.05751,57.76056,E
ASASSN-V J000013.85+321824.8,0.05772,32.3069,ROT
Gaia DR3 2855249526297907968,0.05776,29.43787,ROT
Gaia DR3 2766913761393893376,0.05785,12.34721,ROT
Gaia DR3 432157826921744384,0.05809,64.93949,S
Gaia DR3 423327271084073472,0.05815,60.12158,ROT
ZTF J000013.98+621856.1,0.05825,62.31559,BY
Gaia DR3 393316990250958208,0.05829,48.29853,ROT
Gaia DR3 2873733278832300160,0.0583,31.74021,ROT
Gaia DR3 395751313297779968,0.05832,52.67341,VAR
ZTF J000014.01+680909.8,0.05839,68.15274,EA
Gaia DR3 2332973497284786176,0.0585,-29.1698,VAR
ZTF J000014.05+611803.3,0.05856,61.30093,BY
Gaia DR3 528574718811504640,0.05858,67.54445,YSO
ZTF J000014.08+514906.6,0.0587,51.81851,BY
Gaia DR3 420336393294736896,0.05877,54.40988,DSCT|GDOR|SXPHE
Gaia DR3 4973456340747477248,0.0588,-51.49763,ROT
Gaia DR3 528987551068115200,0.05901,68.04702,L
Gaia DR3 386743422544773760,0.05921,46.3613,DSCT|GDOR|SXPHE
Gaia DR3 2745064025808477056,0.05921,5.67513,ROT
Gaia DR3 2765740483704644096,0.05924,11.52417,RS
Gaia DR3 420336393294738176,0.05926,54.40689,DSCT|GDOR|SXPHE
Gaia DR3 2880110682497170176,0.05927,36.44386,VAR
Gaia DR3 420901576623165952,0.05937,55.99593,S
Gaia DR3 2306279657064716416,0.05947,-39.84934,RS
ZTF J000014.27+384326.8,0.0595,38.72413,BY
ZTF J000014.31+674917.7,0.05966,67.8216,RS
Gaia DR3 387263083524736000,0.05972,47.4242,L
Gaia DR3 529126501849762816,0.05987,68.71622,RS
Gaia DR3 4684892876994316160,0.05988,-76.45664,RRAB
ZTF J000014.37+601541.2,0.0599,60.26145,EW
Gaia DR3 431604360264100480,0.05999,63.68926,E
Gaia DR3 396280693786482688,0.06014,53.86881,DSCT|GDOR|SXPHE
Gaia DR3 2875408316078806784,0.0602,34.30518,ROT
Gaia DR3 431641606219465728,0.06024,64.14587,DSCT|GDOR|SXPHE
Gaia DR3 2848401149404644736,0.06038,23.67068,ROT
ASASSN-V J000014.52-153159.5,0.06048,-15.5333,ROT
Gaia DR3 537465236694032384,0.06051,72.80427,ROT
Gaia DR3 4994497626046948224,0.06052,-44.81149,ROT
Gaia DR3 2855274059151153280,0.06062,29.7349,ROT
Gaia DR3 420379789644878976,0.0607,54.92243,ROT
Gaia DR3 528609770043800832,0.06081,67.89391,YSO
Gaia DR3 2765691486717734272,0.06085,11.44853,ROT
Gaia DR3 537606008541784192,0.06091,73.53476,RS
Gaia DR3 429345825936731776,0.06096,60.5665,ROT
ZTF J000014.63+624752.8,0.06098,62.79802,RS
Gaia DR3 384880819784254592,0.06108,43.67223,ROT
ZTF J000014.66+395711.5,0.06109,39.95321,SR
ZTF J000014.67+574955.4,0.06114,57.83206,RS:
SDSS J000014.74+255603.1,0.06142,25.93419,CV:
Gaia DR3 432193045654164352,0.06151,65.32176,RS
Gaia DR3 420373639251740800,0.06151,54.85564,E
ZTF J000014.81+675409.7,0.06172,67.90271,BY
Gaia DR3 431738500677968128,0.06196,64.35423,E
Gaia DR3 432344778253596416,0.06225,66.34954,ROT
Gaia DR3 429483952078401408,0.06235,61.19997,E
Gaia DR3 422772979783026048,0.06243,58.77448,E
Gaia DR3 420382023027840640,0.06251,55.02533,ROT
Gaia DR3 421050560457356288,0.06257,56.90319,ROT
Gaia DR3 432345465448361984,0.06263,66.41688,ROT
Gaia DR3 395612637394420864,0.06266,51.97155,ROT
Gaia DR3 2881754387957119104,0.06284,39.02173,VAR
Gaia DR3 420907555228431488,0.06291,56.07504,ROT
Gaia DR3 2873726162072272896,0.06293,31.65965,E
Gaia DR3 421039938994841344,0.06301,56.68146,ROT
ZTF J000015.14+284747.8,0.06311,28.79662,BY
Gaia DR3 4977904140160833152,0.06317,-48.60386,ROT
Gaia DR3 432167172770486144,0.06327,65.1644,VAR
ASASSN-V J000015.20+643626.5,0.06334,64.60735,SRS
ZTF J000015.20+683113.5,0.06335,68.52043,RS
Gaia DR3 530823636707322496,0.06346,70.35771,L
Gaia DR3 393464329109937536,0.06359,49.18024,ROT
WISE J000015.2+485526,0.06371,48.92407,EA
ZTF J000015.34+601344.6,0.06392,60.22906,SR
Gaia DR3 395612190717827584,0.06406,51.93119,ROT
ASASSN-V J000015.39+673348.6,0.06411,67.56349,EA
Gaia DR3 429389428446173312,0.06421,61.12042,ROT
ZTF J000015.42+685902.0,0.06426,68.9839,EW
Gaia DR3 394028756536132864,0.06429,50.75082,S
Gaia DR3 528598190812066048,0.06462,67.55485,YSO
Gaia DR3 431606593645005056,0.06475,63.79561,DSCT|GDOR|SXPHE
Gaia DR3 2332974390637975040,0.06484,-29.08152,VAR
Gaia DR3 423150662026386304,0.065,58.90968,ROT
ZTF J000015.60+553251.4,0.065,55.54763,EW
ZTF J000015.60+573132.0,0.06501,57.52558,EW
Gaia DR3 2416054962405550976,0.06505,-15.40432,ROT
Gaia DR3 431630645463054976,0.06507,63.86676,DSCT|GDOR|SXPHE
Gaia DR3 431603673067310720,0.06524,63.61786,RS
Gaia DR3 2765738628278774272,0.06529,11.48317,ROT
Gaia DR3 2746768990386086272,0.06529,8.27747,ROT
Gaia DR3 394017928914182528,0.06534,50.49568,ROT
Gaia DR3 2846816306472424064,0.06542,21.67029,ROT
Gaia DR3 4976781538787820544,0.06556,-50.1149,ROT
Gaia DR3 4977974508905776256,0.0656,-48.21612,ROT
Gaia DR3 429494844122737920,0.06561,61.4649,ROT
Gaia DR3 4994845071721049216,0.06592,-43.71644,ROT
Gaia DR3 431746747015138944,0.06615,64.48935,ROT
Gaia DR3 2772507771614362368,0.06618,16.63802,ROT
Gaia DR3 396131572521249024,0.06643,52.91901,ROT
Gaia DR3 537429601345896832,0.06656,72.40092,DSCT|GDOR|SXPHE
Gaia DR3 429494809763000576,0.06657,61.46112,ROT
NADA-V81,0.06683,67.84382,TTS/ROT
Gaia DR3 420371577667476992,0.06698,54.78723,ROT
ZTF J000016.08+551838.9,0.06701,55.31083,EW
ZTF J000016.11+613026.7,0.06716,61.50742,BY
Gaia DR3 429906022804055168,0.06717,61.93032,RS
ZTF J000016.18+571933.8,0.06745,57.32607,EW
Gaia DR3 420523275913281280,0.06758,55.82917,ROT
Gaia DR3 4922809738498205312,0.0676,-55.86835,RRC
Gaia DR3 2421140723376518016,0.06792,-12.71253,RS
Gaia DR3 396173353963710080,0.06812,53.4018,ROT
Gaia DR3 431606593645004160,0.06815,63.80214,RS
BP Tuc,0.06821,-72.77875,RRAB
ZTF J000016.38+103255.5,0.06829,10.54876,EW
Gaia DR3 2307666381745429248,0.06833,-37.39996,ROT
Gaia DR3 396166241497922816,0.06854,53.26702,DSCT|GDOR|SXPHE
ASASSN-V J000016.51+445819.2,0.06878,44.97201,L
Gaia DR3 420371440228699904,0.06884,54.76562,ROT
Gaia DR3 432160575700742528,0.06888,65.07285,ROT
Gaia DR3 387262946085789568,0.06889,47.39071,S
Gaia DR3 565060848245830528,0.06891,80.44603,ROT
Gaia DR3 393352007118870784,0.06914,48.65175,ROT
ZTF J000016.63+550756.1,0.06931,55.13226,BY
Gaia DR3 429493332294255232,0.06934,61.45024,DSCT|GDOR|SXPHE
Gaia DR3 420520527134250368,0.06936,55.68998,ROT
ASASSN-V J000016.84-871639.1,0.06943,-87.2775,ROT
ZTF J000016.72+522710.0,0.0697,52.4528,BY
Gaia DR3 2875410102785313152,0.06979,34.35758,RS
Gaia DR3 2882193333615086336,0.0699,40.84312,ROT
ZTF J000016.84+550154.4,0.0702,55.0318,BY
Gaia DR3 429483814646920704,0.07022,61.16717,ROT
Gaia DR3 393490541288913280,0.07027,49.33663,ROT
AH Peg,0.07029,26.60803,SRB
Gaia DR3 540385024179249152,0.07043,77.54757,ROT
NSV 14797,0.07046,60.51683,CST
Gaia DR3 2881774591483224064,0.0705,39.367,ROT
NSV 26191,0.07083,-29.77694,VAR:
Gaia DR3 430046764602410112,0.07086,62.67794,ROT
Gaia DR3 2853150833478144384,0.07088,25.63133,ROT
Gaia DR3 537608168908357120,0.07097,73.64302,ROT
ZTF J000017.03+630759.6,0.07098,63.13325,EA
Gaia DR3 396139951995607552,0.07107,53.09286,RS
Gaia DR3 420898793493626880,0.07111,55.88325,ROT
Gaia DR3 531239355182412672,0.07129,71.01352,DSCT|GDOR|SXPHE
Gaia DR3 2306269349143205248,0.0714,-39.99485,ROT
ZTF J000017.13+583418.9,0.07141,58.57192,RS
Gaia DR3 420933840427460992,0.07142,56.24352,ROT
Gaia DR3 431735648819749120,0.07152,64.19805,ROT
Gaia DR3 396281277902134272,0.07159,53.92389,ROT
Gaia DR3 2882299127249591424,0.0717,41.66011,S
Gaia DR3 396137791633864192,0.07174,53.00961,ROT
Gaia DR3 2881975252355028096,0.07178,40.2373,E
Gaia DR3 4635422550325885184,0.0718,-79.07395,E
Gaia DR3 2875465074071298304,0.07204,34.89653,E
Gaia DR3 384459088355800960,0.07209,42.92659,ROT
Gaia DR3 530720935447584128,0.07211,70.12738,S
Gaia DR3 537617106737223296,0.07224,73.84443,VAR
Gaia DR3 423197322551726720,0.07227,59.64771,ROT
ZTF J000017.35+543548.9,0.0723,54.59694,EW
Gaia DR3 386602620633538432,0.07243,45.57232,ROT
Gaia DR3 393463637615220224,0.07247,49.09727,ROT
Gaia DR3 537438985853974144,0.07254,72.64675,ROT
Gaia DR3 421085538673008000,0.07263,57.28322,ROT
Gaia DR3 4706565458065488256,0.07293,-68.3376,ROT
Gaia DR3 394017933217429888,0.07297,50.48806,ROT
ZTF J000017.50+613826.1,0.07299,61.64059,EA
Gaia DR3 394029478089419648,0.07318,50.82873,ROT
Gaia DR3 420899205810466432,0.07334,55.91638,RS
Gaia DR3 423337510286276096,0.07338,60.35312,L
Gaia DR3 2441380533420447616,0.07338,-8.1557,ROT
Gaia DR3 421076914377464448,0.07342,57.12615,S
1SWASP J000017.72-101317.1,0.07386,-10.22143,ACEP
Gaia DR3 395574704242730368,0.07422,51.43341,ROT
ZTF J000017.82+625339.6,0.07426,62.89435,EW
Gaia DR3 528600389835290496,0.07428,67.63733,L
Gaia DR3 393501025311418112,0.07445,49.58283,ROT
Gaia DR3 396313713495771136,0.07448,54.15673,ROT
Gaia DR3 2745179032149320832,0.07479,6.02201,ROT
Gaia DR3 4977973409393459712,0.07496,-48.25372,ROT
Gaia DR3 396164145553923584,0.07498,53.18255,DSCT|GDOR|SXPHE
Gaia DR3 4922434534451140608,0.07511,-57.35972,ROT
Gaia DR3 423187804904547712,0.07523,59.3755,S
Gaia DR3 4990077967260211840,0.07535,-47.42983,ROT
Gaia DR3 396270110987123072,0.07538,53.58975,ROT
ZTF J000018.10+443813.3,0.07544,44.63703,EW
ASAS J000018+0919.4,0.07546,9.32331,MISC
Gaia DR3 422623240043011328,0.07564,57.82188,S
Gaia DR3 566854662809310208,0.07577,82.22468,E
V0420 Peg,0.07578,19.54873,RRAB
Gaia DR3 2882165502227070080,0.07579,40.36174,ROT
Gaia DR3 393314172752161664,0.07581,48.15248,ROT
NSV 26192,0.07583,60.35028,VAR:
Gaia DR3 423152654891191680,0.07585,59.01075,ROT
CSS_J000018.2-170421,0.0759,-17.07252,RRAB
ZTF J000018.21+550923.7,0.0759,55.15659,BY
Gaia DR3 2772496020583575168,0.07615,16.47242,ROT
Gaia DR3 4634278787651730304,0.07622,-80.74842,RS
Gaia DR3 385054611341198080,0.07623,44.78198,RS
Gaia DR3 422730992182163200,0.0763,58.295,VAR
Gaia DR3 2738639686742743680,0.07648,1.59886,ROT
ZTF J000018.36+571232.8,0.07653,57.20913,EW
Gaia DR3 429518930300381952,0.07665,61.56979,ROT
Gaia DR3 393885815719647232,0.07676,49.86463,DSCT|GDOR|SXPHE
Gaia DR3 386710922530139008,0.0768,46.10915,S
ZTF J000018.45+310342.9,0.07689,31.06192,BY
Gaia DR3 528985214605724672,0.07721,67.92441,YSO
ZTF J000018.53+552320.5,0.07723,55.38904,BY
Gaia DR3 430092944091749504,0.07738,63.3384,ROT
Gaia DR3 431630061347555328,0.07743,63.81198,E
Gaia DR3 395709394416403200,0.07743,52.16383,ROT
Gaia DR3 2443169885515894784,0.07745,-5.27793,S
Gaia DR3 384306187519829632,0.07767,41.78654,ROT
Gaia DR3 393325000367560704,0.07772,48.40368,ROT
Gaia DR3 2334556072473495680,0.07787,-27.14371,ROT
ZTF J000018.69+662350.2,0.07791,66.39729,RS
Gaia DR3 4635331363876992128,0.07793,-79.65229,ROT
ZTF J000018.70+612543.2,0.07795,61.42868,RS
Gaia DR3 4991208265214045952,0.07799,-45.75296,VAR
Gaia DR3 565155371885583744,0.078,80.53475,ROT
ZTF J000018.74+642946.6,0.07809,64.49628,EW
ZTF J000018.77+603322.6,0.07823,60.55628,EW
Gaia DR3 2877048409470231552,0.07834,35.64323,ROT
Gaia DR3 4991471804407559424,0.07844,-45.19289,ROT
Gaia DR3 529031948147055616,0.07844,68.61725,RRC
Gaia DR3 2881799944674366464,0.07844,39.5091,S
Gaia DR3 567407167401907840,0.07847,83.46166,ROT
Gaia DR3 2882166941039990528,0.07859,40.44994,ROT
Gaia DR3 2746659936873166720,0.07872,7.55117,ROT
Gaia DR3 429908191774648448,0.07886,62.05379,RS
Gaia DR3 420907417787873920,0.079,56.04552,ROT
Gaia DR3 2873432768561677952,0.07902,31.26992,ROT
Gaia DR3 2306077862321109248,0.0791,-40.19367,ROT
ZTF J000019.00+630550.2,0.07918,63.0973,BY
Gaia DR3 429905988444335360,0.07934,61.96527,S
Gaia DR3 4976776900223093248,0.07937,-50.22807,ROT
ZTF J000019.12+553517.1,0.0797,55.58811,BY
Gaia DR3 429492542020304896,0.07977,61.38441,ROT
Gaia DR3 429389772042984704,0.07981,61.15365,RS
ZTF J000019.22+562200.1,0.08009,56.36672,EW
Gaia DR3 2746646433495992448,0.08021,7.456,ROT
Gaia DR3 396313713495772288,0.08022,54.15585,ROT
Gaia DR3 422588158749500416,0.08023,57.44278,ROT
ZTF J000019.30+451054.0,0.08045,45.18169,EW
Gaia DR3 4923636365083783424,0.08047,-55.29842,ROT
Gaia DR3 529169936857972352,0.08047,69.22749,ROT
ZTF J000019.33+554031.4,0.08058,55.6754,BY
Gaia DR3 2447710348845789440,0.08064,-4.60299,ROT
Gaia DR3 421039359182801664,0.08073,56.61051,ROT
Gaia DR3 420523275913282688,0.08076,55.82308,ROT
Gaia DR3 422623377472190464,0.08076,57.83547,S
Gaia DR3 2307967682291257984,0.08093,-36.83348,ROT
ZTF J000019.42+582159.1,0.08094,58.36643,EB:
Gaia DR3 431595358012640000,0.08127,63.49441,S
Gaia DR3 429380838505689984,0.08136,60.93903,E
Gaia DR3 393349361422034432,0.08141,48.53362,ROT
ZTF J000019.55+634330.4,0.08147,63.72513,EA
Gaia DR3 421083472782843264,0.08171,57.21377,ROT
Gaia DR3 423293529820212096,0.08172,59.78938,ROT
Gaia DR3 2307668168451829504,0.08176,-37.27531,ROT
Gaia DR3 420373055136224512,0.08212,54.79342,S
Gaia DR3 421042279760451968,0.08215,56.79187,ROT
ZTF J000019.72+542513.0,0.08218,54.42029,EW
ZTF J000019.72+661132.9,0.08218,66.19249,RS
Gaia DR3 431638651282584960,0.0822,63.98812,ROT
Gaia DR3 396316324835855360,0.08227,54.27558,E
Gaia DR3 386605369412720256,0.0826,45.71057,ROT
ZTF J000019.85+543001.1,0.08271,54.50033,EW
Gaia DR3 393316238634326272,0.08313,48.22278,VAR
ZTF J000020.00-030630.5,0.08336,-3.1085,RS
ZTF J000020.00+533324.3,0.08337,53.55676,EW
Gaia DR3 530850024985677440,0.0834,70.53411,ROT
Gaia DR3 2880171194292060416,0.08345,36.77641,DSCT|GDOR|SXPHE
Gaia DR3 393879326032406656,0.08357,49.80155,ROT
Gaia DR3 393501094030580736,0.0837,49.60906,RS
Gaia DR3 430084525955902464,0.08371,63.19996,ROT
Gaia DR3 429351800223585664,0.08375,60.61985,ROT
Gaia DR3 4702977747327243392,0.08382,-70.15395,RRAB
Gaia DR3 420485377121207168,0.08393,55.31362,ROT
Gaia DR3 394019926082220288,0.08409,50.56214,ROT
Gaia DR3 423335719276030720,0.08415,60.2832,S
Gaia DR3 395718087430167168,0.08416,52.343,ROT
Gaia DR3 429493121827783680,0.08419,61.4416,S
Gaia DR3 2881754525396065024,0.08422,39.06062,ROT
Gaia DR3 429389733380381696,0.08429,61.14154,E
Gaia DR3 430091088665896832,0.08442,63.28395,RS
Gaia DR3 395708741581398016,0.08452,52.10123,ROT
CSS_J000020.4+103118,0.08475,10.52208,EA
Gaia DR3 420934390183264512,0.0848,56.29199,ROT
Gaia DR3 429529959776313344,0.0849,61.86143,ROT
Gaia DR3 2880059280328335104,0.085,35.95986,ROT
ZTF J000020.40+530922.2,0.08503,53.15618,BY
Gaia DR3 393457491522246144,0.08505,49.04039,DSCT|GDOR|SXPHE
Gaia DR3 2875437968532979712,0.08516,34.81169,ROT
Gaia DR3 395577487381510016,0.08523,51.58524,ROT
Gaia DR3 421085534367225728,0.08535,57.28109,ROT
Gaia DR3 4923560434358168832,0.08538,-55.83026,ROT
Gaia DR3 576414366657232384,0.08538,89.32467,E
ZTF J000020.50+610532.0,0.08545,61.09223,BY
Gaia DR3 531424657251408768,0.0858,72.36671,S
Gaia DR3 2848443618041257216,0.08586,23.93139,ROT
Gaia DR3 4617321294693345664,0.08594,-85.43797,S
V0654 Cas,0.086,60.99531,EA/SD
Gaia DR3 2415633613230120704,0.08605,-16.57773,ROT
Gaia DR3 2846510229922641408,0.08612,20.8131,ROT
Gaia DR3 2415738754029545984,0.08621,-15.98823,ROT
Gaia DR3 421074715354274816,0.08641,57.02835,ROT
Gaia DR3 528985253265000320,0.08643,67.93126,VAR
ZTF J000020.78+534200.7,0.0866,53.7002,EW
ZTF J000020.93+630416.2,0.08722,63.07118,EW
Gaia DR3 394053048870668288,0.08722,50.87137,ROT
Gaia DR3 395612706113897216,0.08726,51.98436,ROT
Gaia DR3 2853969312509599232,0.08754,27.3505,ROT
Gaia DR3 2848196910823700608,0.08754,23.23817,ROT
Gaia DR3 2740418795339488256,0.08756,4.45271,ROT
Gaia DR3 2847211855780050688,0.08765,21.96753,ROT
Gaia DR3 429916846121051136,0.08774,62.21512,DSCT|GDOR|SXPHE
